qty_dot_url,directory_length,time_domain_activation,qty_slash_directory,length_url,domain_length,asn_ip,qty_slash_url,qty_dot_domain,qty_vowels_domain,file_length
2,36,-1,4,46,10,-1,4,1,3,22
1,90,-1,7,105,15,-1,7,1,5,25
1,4,14,1,120,23,-1,3,1,6,3
1,-1,-1,-1,15,15,-1,0,1,5,-1
2,118,-1,1,127,9,174,1,1,3,117
1,1,-1,1,27,20,-1,1,1,7,0
2,10,-1,1,40,30,-1,1,1,12,9
2,8,-1,2,27,19,-1,2,2,4,4
2,18,4807,3,38,20,8560,3,1,6,10
4,-1,-1,-1,47,47,15169,0,4,12,-1
3,21,-1,3,63,10,-1,3,2,2,9
4,60,-1,2,78,18,-1,2,3,4,55
2,-1,-1,-1,33,33,-1,0,2,9,-1
2,13,-1,1,35,22,-1,1,2,6,12
3,-1,-1,-1,32,32,15169,0,3,12,-1
3,39,-1,4,64,25,-1,4,2,8,21
1,5,269,1,32,27,-1,1,1,7,4
5,67,-1,5,86,19,-1,5,2,6,18
1,48,4668,3,64,16,17471,3,1,6,32
4,51,-1,4,87,25,-1,4,3,4,10
3,-1,-1,-1,26,26,13335,0,3,6,-1
2,29,2873,4,53,24,-1,4,2,8,5
2,-1,-1,-1,33,33,15169,0,2,10,-1
2,42,-1,3,57,15,43260,3,2,4,32
6,44,186,2,347,20,13335,2,1,7,10
4,-1,-1,-1,36,36,15169,0,4,9,-1
2,24,-1,3,67,43,-1,3,2,14,4
1,-1,-1,-1,11,11,-1,0,1,4,-1
4,58,-1,4,75,17,-1,4,1,5,18
3,13,-1,1,85,30,-1,1,2,8,12
3,13,-1,1,84,29,-1,1,2,6,12
4,60,-1,2,78,18,-1,2,3,4,55
3,83,-1,10,99,16,3141,10,3,4,7
1,8,1563,2,28,20,-1,2,1,7,3
2,-1,-1,-1,19,19,27647,0,2,5,-1
2,26,-1,1,49,23,-1,1,2,5,25
1,51,312,4,66,15,-1,4,1,4,5
4,72,-1,6,260,31,-1,6,2,13,9
4,63,-1,6,92,29,197695,6,3,6,10
2,8,-1,1,32,24,-1,1,2,7,7
3,9,-1,1,212,22,-1,1,2,7,8
4,53,2173,5,68,15,7506,5,1,5,9
3,10,-1,1,32,22,-1,1,2,7,9
1,67,-1,3,77,10,49699,3,1,3,29
3,25,-1,2,62,37,22612,2,3,11,11
2,4,-1,1,15,11,-1,1,2,4,3
1,77,284,1,101,24,-1,1,1,6,76
2,43,1604,5,64,21,131386,5,1,7,9
3,14,-1,2,99,21,-1,2,2,3,9
3,-1,-1,-1,12,12,-1,0,3,0,-1
1,-1,75,-1,14,14,-1,0,1,6,-1
2,-1,-1,-1,27,27,-1,0,2,8,-1
2,30,-1,5,57,27,-1,5,2,10,6
1,25,-1,3,42,17,-1,3,1,6,10
2,25,397,4,40,15,37353,4,1,5,8
1,-1,-1,-1,38,38,-1,0,1,8,-1
5,-1,-1,-1,65,65,15169,0,5,13,-1
2,10,244,1,32,22,-1,1,1,7,9
4,60,-1,2,79,19,-1,2,3,5,55
1,13,-1,2,28,15,-1,2,1,5,3
10,36,-1,4,734,21,8075,13,2,6,9
4,10,-1,2,57,47,15169,2,4,13,5
1,67,-1,3,77,10,49699,3,1,3,29
5,25,-1,3,123,31,46844,3,2,8,11
1,15,-1,3,26,11,-1,3,1,5,4
2,-1,-1,-1,33,33,-1,0,2,9,-1
3,61,-1,5,81,20,-1,5,2,7,10
3,43,-1,2,201,24,-1,2,2,6,9
2,15,-1,2,34,19,-1,2,2,5,8
1,-1,-1,-1,18,18,-1,0,1,3,-1
4,6,-1,1,35,29,-1,1,4,4,5
3,-1,-1,-1,32,32,-1,0,3,9,-1
1,-1,312,-1,19,19,-1,0,1,6,-1
1,38,3087,2,53,15,-1,2,1,5,24
7,178,-1,24,191,13,8100,24,3,0,14
4,32,-1,2,43,11,-1,2,1,2,28
4,6,-1,1,86,80,-1,1,4,14,5
3,-1,-1,-1,37,37,-1,0,3,5,-1
1,-1,-1,-1,14,14,-1,0,1,3,-1
3,3,4557,1,16,13,11556,1,3,0,2
4,-1,-1,-1,40,40,23033,0,4,8,-1
2,-1,-1,-1,20,20,-1,0,2,7,-1
3,50,-1,5,75,25,26496,5,2,8,21
2,60,-1,8,78,18,-1,8,1,7,11
1,-1,-1,-1,33,33,-1,0,1,14,-1
2,6,-1,1,28,22,35916,1,2,1,5
1,-1,42,-1,18,18,-1,0,1,6,-1
2,47,-1,3,73,26,-1,3,2,9,32
4,40,50,4,54,14,3,4,1,4,9
1,7,146,1,33,26,-1,1,1,10,6
3,-1,-1,-1,25,25,-1,0,3,6,-1
3,13,-1,1,78,23,46606,1,2,6,12
2,-1,-1,-1,28,28,-1,0,2,9,-1
1,1,-1,1,36,14,13335,1,1,5,0
2,79,3016,6,93,14,-1,6,1,4,12
3,10,-1,1,79,28,-1,1,2,9,9
7,94,3655,5,118,24,-1,5,1,8,19
1,11,4713,3,55,18,174,3,1,4,0
1,31,-1,3,48,17,-1,3,1,7,6
5,27,-1,2,66,28,-1,2,4,4,10
3,23,-1,4,165,31,47583,4,2,10,10
2,71,-1,5,87,16,35278,5,2,1,32
3,43,-1,2,211,34,-1,2,2,11,9
6,17,-1,2,56,31,-1,2,5,9,9
2,78,-1,6,245,7,-1,7,0,0,0
3,62,-1,5,88,26,-1,5,2,8,37
2,-1,-1,-1,28,28,-1,0,2,9,-1
2,70,741,5,84,14,26496,5,1,3,9
2,-1,-1,-1,19,19,27647,0,2,3,-1
3,13,-1,1,81,26,-1,1,2,6,12
6,38,-1,5,377,25,-1,5,2,6,5
2,-1,-1,-1,34,34,14618,0,2,11,-1
1,8,228,1,25,17,-1,1,1,6,7
2,27,-1,4,44,17,-1,4,2,4,8
2,12,-1,1,25,13,-1,1,1,5,11
1,33,216,1,44,11,18779,1,1,4,32
3,13,1897,1,92,37,-1,1,2,10,12
2,142,-1,5,162,11,-1,5,1,5,9
1,-1,160,-1,24,24,-1,0,1,9,-1
2,42,-1,3,57,15,43260,3,2,4,32
2,158,4456,5,175,17,-1,5,1,7,9
11,150,-1,16,163,13,8100,16,3,0,5
2,20,3846,3,41,21,55286,3,1,11,9
3,16,-1,1,60,44,-1,1,2,15,15
2,-1,-1,-1,56,56,47583,0,2,16,-1
4,-1,-1,-1,47,47,15169,0,4,14,-1
2,-1,-1,-1,23,23,27647,0,2,7,-1
2,13,-1,1,29,16,-1,1,2,5,12
1,-1,-1,-1,15,15,-1,0,1,6,-1
3,39,-1,3,59,20,32354,3,2,4,10
3,40,725,3,56,16,26496,3,1,7,31
2,36,207,5,64,28,27257,5,1,12,9
4,-1,-1,-1,59,59,15169,0,4,12,-1
2,9,-1,2,107,52,-1,2,2,18,0
6,30,-1,3,69,33,51559,3,5,10,8
4,-1,-1,-1,47,47,15169,0,4,11,-1
2,10,-1,1,42,32,23033,1,2,7,9
1,6,3180,1,10,4,132647,1,1,1,5
2,-1,-1,-1,33,33,15169,0,2,12,-1
4,-1,-1,-1,53,53,15169,0,4,12,-1
2,57,2272,4,97,15,5503,4,1,6,0
1,1,70,1,85,14,13335,1,1,2,0
2,15,-1,1,47,32,47583,1,2,10,14
3,-1,-1,-1,32,32,-1,0,3,9,-1
2,62,4963,9,77,15,51013,9,1,5,9
1,10,-1,2,19,9,-1,2,1,4,5
1,21,-1,3,34,13,-1,3,1,2,6
4,51,-1,4,68,17,-1,4,1,6,11
4,13,-1,1,87,32,-1,1,3,6,12
2,10,312,1,22,12,-1,1,1,5,9
2,20,-1,4,74,28,-1,4,2,9,0
1,15,3966,2,33,18,46606,2,1,6,7
4,14,-1,1,28,14,3266,1,3,0,13
2,30,-1,4,180,21,-1,4,1,10,13
4,-1,-1,-1,106,106,-1,0,4,13,-1
1,13,551,2,25,12,37353,2,1,5,4
1,27,310,2,44,17,-1,2,1,6,17
3,6,-1,1,29,21,35916,1,3,5,5
2,53,-1,6,68,15,-1,6,1,5,9
2,41,1817,5,74,33,-1,5,1,12,9
2,40,-1,5,217,20,-1,5,1,8,9
2,5,3257,2,55,13,209,2,1,4,2
4,13,-1,1,94,39,-1,1,3,9,12
3,11,-1,1,62,51,-1,1,2,17,10
1,-1,1396,-1,13,13,3223,0,1,4,-1
2,48,-1,3,57,9,-1,3,1,3,26
1,16,45,1,36,20,-1,1,1,6,15
4,-1,-1,-1,75,75,15169,0,4,12,-1
2,81,-1,2,96,15,-1,2,2,2,78
1,52,371,5,62,10,24971,5,1,2,20
2,16,6937,2,130,12,32244,4,1,3,9
2,-1,-1,-1,37,37,14618,0,2,12,-1
4,-1,-1,-1,76,76,15169,0,4,12,-1
3,39,-1,3,163,13,-1,3,2,1,15
1,5,58,1,22,17,-1,1,1,6,4
2,-1,-1,-1,19,19,-1,0,2,3,-1
8,47,2063,3,190,17,23352,5,1,5,11
2,17,-1,3,190,16,-1,3,1,5,9
4,29,-1,1,45,16,-1,1,1,6,28
1,14,733,2,29,15,7018,2,1,7,7
1,-1,482,-1,12,12,46475,0,1,6,-1
1,4,4992,1,19,15,8075,1,1,6,3
3,-1,-1,-1,27,27,-1,0,3,6,-1
6,13,-1,2,61,25,-1,2,3,8,9
3,-1,-1,-1,38,38,-1,0,3,9,-1
3,23,-1,4,50,27,29119,4,2,9,9
2,37,1751,4,214,12,8560,4,1,4,9
2,-1,-1,-1,24,24,23033,0,2,4,-1
3,10,-1,1,37,27,-1,1,2,7,9
3,34,-1,3,47,13,45261,3,2,5,10
4,42,-1,6,74,32,-1,6,3,8,9
2,-1,-1,-1,40,40,-1,0,2,12,-1
4,49,4593,5,78,29,20013,5,4,6,32
2,-1,-1,-1,35,35,14618,0,2,10,-1
5,1,-1,1,47,23,-1,1,3,5,0
2,47,-1,7,61,14,-1,7,2,3,3
10,-1,-1,-1,60,60,53665,0,10,17,-1
3,33,-1,1,58,25,-1,1,3,6,32
6,39,-1,3,78,39,-1,3,6,9,23
2,-1,-1,-1,29,29,47846,0,2,8,-1
4,24,-1,3,38,14,14061,3,3,0,13
1,23,1665,2,37,14,-1,2,1,5,8
4,23,-1,2,243,20,34619,2,2,7,12
2,-1,109,-1,26,26,-1,0,2,9,-1
3,54,-1,5,85,19,-1,5,2,5,0
4,13,5294,1,98,43,-1,1,3,12,12
3,13,-1,1,40,27,47583,1,2,8,12
2,53,-1,7,64,11,-1,7,1,2,10
5,18,-1,3,56,38,46606,3,4,12,9
3,16,-1,1,108,51,-1,1,2,16,15
3,13,-1,1,64,23,46606,1,2,5,12
4,90,-1,7,104,14,46606,7,3,0,19
1,9,1554,2,31,22,20860,2,1,10,4
1,-1,30,-1,20,20,-1,0,1,6,-1
1,16,-1,2,30,14,-1,2,1,4,6
2,106,2134,10,189,16,26347,10,1,4,11
2,-1,-1,-1,39,39,-1,0,2,13,-1
1,15,1174,2,41,26,20857,2,1,12,10
1,17,3056,1,27,10,-1,1,1,3,16
3,13,-1,1,88,33,-1,1,2,7,12
2,32,1768,4,58,26,3,4,1,10,13
1,8,-1,1,41,33,-1,1,1,14,7
2,34,660,3,59,25,-1,3,2,7,8
1,17,1050,1,125,7,16276,1,1,2,16
2,40,-1,3,56,16,-1,3,2,4,25
3,35,-1,3,176,30,47583,3,2,8,10
5,52,-1,4,73,21,-1,4,2,7,1
3,10,-1,1,39,29,-1,1,2,7,9
1,4,1711,1,21,17,-1,1,1,6,3
2,-1,-1,-1,16,16,-1,0,2,2,-1
1,-1,-1,-1,21,21,-1,0,1,4,-1
1,33,1850,1,47,14,5588,1,1,5,32
2,15,4591,2,43,21,8075,2,1,8,9
6,23,-1,3,118,26,-1,3,2,7,10
2,-1,297,-1,31,31,-1,0,2,9,-1
1,24,348,4,74,12,-1,4,1,4,0
3,13,-1,1,86,31,31492,1,2,5,12
3,50,-1,2,158,31,-1,8,2,9,44
1,55,2215,4,71,16,16276,4,1,6,32
3,21,-1,2,50,29,-1,2,2,11,9
1,2,274,1,15,13,6659,1,1,5,1
3,13,-1,1,95,40,-1,1,2,11,12
2,8,2,2,56,48,53665,2,2,16,3
1,84,433,11,109,25,63760,11,1,11,5
5,42,-1,5,89,25,-1,5,3,11,9
2,25,-1,1,53,14,-1,1,2,5,24
2,9,-1,1,22,13,-1,1,1,3,8
2,-1,-1,-1,26,26,-1,0,2,10,-1
2,40,4289,5,68,28,-1,5,1,11,10
4,-1,-1,-1,47,47,15169,0,4,10,-1
2,36,-1,2,49,13,-1,2,1,4,23
5,-1,-1,-1,52,52,-1,0,5,18,-1
2,30,2133,4,62,13,26496,4,1,4,9
2,140,-1,9,158,18,-1,9,1,7,9
2,38,-1,1,81,43,47583,1,2,12,37
3,13,450,2,58,18,46606,2,1,6,9
3,13,-1,1,89,34,-1,1,2,10,12
2,-1,-1,-1,34,34,-1,0,2,12,-1
1,21,-1,2,31,10,-1,2,1,3,3
2,9,-1,1,29,20,-1,1,2,7,8
2,6,-1,1,26,20,-1,1,2,2,5
2,53,6562,4,64,11,46606,4,1,4,7
3,69,-1,6,93,24,-1,6,2,8,10
3,13,-1,1,89,34,13768,1,2,6,12
3,11,-1,1,43,32,53665,1,2,9,10
2,-1,-1,-1,22,22,13335,0,2,8,-1
1,1,-1,1,27,23,-1,1,1,9,0
1,94,1386,3,108,14,7018,3,1,5,43
7,386,-1,59,399,13,8100,59,3,0,14
2,33,-1,1,73,40,40034,1,2,16,32
2,55,3843,3,70,15,12083,3,1,5,11
5,52,-1,5,74,22,46844,5,2,7,9
2,48,-1,4,68,20,-1,4,2,4,32
3,30,-1,5,82,30,-1,5,1,12,0
3,43,-1,2,170,16,-1,2,2,2,9
4,34,-1,5,81,47,15169,5,3,9,5
4,10,-1,2,57,47,15169,2,4,14,5
3,27,4396,3,48,21,46606,3,1,8,10
2,14,241,2,189,18,-1,2,1,7,9
1,11,386,2,21,10,-1,2,1,0,4
4,60,-1,2,84,24,-1,2,3,8,55
15,21,-1,3,214,19,-1,3,2,7,6
2,-1,-1,-1,29,29,47583,0,2,8,-1
2,57,-1,6,235,13,-1,6,1,3,9
2,20,1039,3,39,13,12459,3,1,5,0
2,-1,-1,-1,32,32,-1,0,2,8,-1
2,-1,-1,-1,25,25,47583,0,2,4,-1
2,-1,-1,-1,24,24,23033,0,2,5,-1
3,38,-1,5,93,25,-1,5,2,7,3
2,-1,-1,-1,33,33,47583,0,2,10,-1
7,11,-1,2,45,34,-1,2,2,14,5
2,28,-1,4,67,39,-1,4,1,13,5
1,-1,-1,-1,14,14,-1,0,1,2,-1
2,-1,-1,-1,36,36,16509,0,2,10,-1
2,-1,-1,-1,41,41,27647,0,2,17,-1
3,11,-1,2,55,44,4906,2,3,12,5
1,-1,353,-1,14,14,-1,0,1,4,-1
3,73,-1,7,82,9,131386,7,1,1,9
2,44,775,5,61,17,53831,5,1,7,9
3,13,-1,1,96,41,-1,1,2,12,12
2,-1,-1,-1,30,30,16509,0,2,5,-1
2,65,1697,6,87,22,15169,6,2,10,32
1,-1,304,-1,16,16,13335,0,1,7,-1
3,7,1952,1,29,22,62679,1,2,6,6
2,104,-1,7,277,17,31624,7,1,8,11
9,41,-1,3,115,74,44901,3,8,21,10
3,26,-1,1,137,43,-1,1,2,12,25
3,44,-1,2,67,23,42612,2,2,9,10
1,23,757,3,41,18,5503,3,1,5,5
5,35,-1,3,68,33,-1,3,5,9,19
2,45,-1,3,69,24,-1,3,1,11,8
2,-1,-1,-1,49,49,47583,0,2,14,-1
3,77,-1,4,84,7,-1,4,0,0,35
1,29,6790,3,42,13,24940,3,1,6,6
3,-1,-1,-1,29,29,-1,0,3,10,-1
4,27,-1,2,64,26,-1,2,3,6,10
1,8,-1,1,28,20,-1,1,1,8,7
3,-1,-1,-1,14,14,40028,0,3,0,-1
2,8,-1,2,35,27,15169,2,2,7,2
1,9,283,1,34,25,-1,1,1,10,8
1,38,238,3,54,16,-1,3,1,5,22
1,14,626,2,27,13,-1,2,1,4,6
2,86,5777,5,204,8,-1,5,1,2,8
2,169,626,12,441,18,394695,12,1,6,8
2,13,195,1,27,14,-1,1,1,1,12
6,75,-1,4,89,14,-1,4,1,6,3
2,-1,-1,-1,25,25,47583,0,2,5,-1
4,-1,-1,-1,62,62,15169,0,4,13,-1
3,38,4423,4,54,16,46606,4,2,3,9
2,17,385,2,42,12,-1,2,1,3,6
1,7,275,2,17,10,-1,2,1,3,3
2,-1,-1,-1,37,37,-1,0,2,13,-1
5,31,-1,3,64,33,-1,3,5,9,15
2,23,-1,2,53,30,-1,2,2,12,8
1,11,-1,2,19,8,-1,2,1,3,3
1,8,3118,1,14,6,394695,1,1,0,7
4,-1,-1,-1,60,60,15169,0,4,17,-1
2,19,-1,2,96,19,-1,2,1,6,8
1,8,-1,2,27,19,32475,2,1,8,2
2,26,-1,2,43,17,-1,2,1,5,20
2,27,-1,2,39,12,12258,2,2,4,19
1,-1,-1,-1,24,24,-1,0,1,7,-1
1,5,-1,1,18,13,-1,1,1,4,4
2,-1,-1,-1,31,31,23033,0,2,8,-1
3,8,-1,1,37,29,-1,1,3,9,7
3,12,-1,2,48,8,-1,2,1,2,9
2,-1,-1,-1,28,28,15169,0,2,3,-1
2,13,-1,1,30,17,-1,1,2,2,12
4,11,-1,1,45,34,23033,1,3,9,10
6,104,-1,5,152,48,36114,5,6,12,32
3,19,-1,3,42,23,-1,3,2,6,8
3,-1,-1,-1,40,40,-1,0,3,8,-1
1,3,2564,1,17,14,-1,1,1,4,2
3,-1,-1,-1,22,22,-1,0,3,6,-1
2,14,-1,4,30,16,-1,4,2,2,1
2,59,1486,4,233,17,-1,4,1,5,9
1,-1,1176,-1,7,7,-1,0,1,3,-1
2,-1,-1,-1,19,19,-1,0,2,4,-1
2,15,213,2,29,14,-1,2,2,2,5
1,45,639,3,54,9,13335,3,1,2,32
2,14,-1,1,37,23,-1,1,2,4,13
2,29,-1,3,67,18,-1,3,1,7,10
4,60,-1,2,82,22,-1,2,3,7,55
2,161,-1,9,181,20,-1,9,1,9,9
5,50,-1,2,83,33,-1,2,4,10,44
2,21,305,2,74,22,394695,2,1,5,10
4,94,-1,3,238,33,-1,3,3,13,10
1,-1,377,-1,47,47,-1,0,1,12,-1
3,15,-1,2,91,34,-1,2,2,11,9
3,-1,-1,-1,29,29,31624,0,3,11,-1
3,42,-1,2,58,16,-1,2,3,3,36
8,119,286,10,145,26,-1,10,1,10,14
1,11,2830,1,30,19,46606,1,1,7,10
3,40,-1,5,120,31,-1,5,2,12,11
2,21,-1,3,33,12,-1,3,1,3,10
1,16,-1,2,27,11,-1,2,1,3,9
4,-1,-1,-1,47,47,15169,0,4,16,-1
4,14,-1,2,43,29,-1,2,3,12,9
3,13,-1,1,85,30,-1,1,2,6,12
2,18,6961,3,30,12,-1,3,1,4,9
1,84,506,2,99,15,47271,2,1,5,76
4,-1,-1,-1,47,47,15169,0,4,12,-1
4,51,-1,4,101,12,-1,4,1,3,9
1,44,183,3,59,15,-1,3,1,6,32
2,-1,-1,-1,24,24,-1,0,2,7,-1
14,90,-1,5,309,10,-1,5,1,3,28
3,10,-1,1,28,18,-1,1,2,4,9
5,3,-1,1,43,40,-1,1,5,9,2
2,-1,-1,-1,35,35,47583,0,2,14,-1
2,19,-1,2,55,36,47583,2,2,11,6
4,4,-1,1,38,34,8560,1,4,8,3
4,16,-1,2,37,21,-1,2,3,6,9
2,33,-1,4,255,21,-1,4,1,8,9
6,59,1501,6,92,33,12874,6,2,13,10
4,48,8185,8,92,15,-1,8,2,3,9
1,14,-1,2,31,17,-1,2,1,3,5
2,11,35,2,36,25,-1,2,1,7,7
3,11,-1,1,30,19,-1,1,2,5,10
3,19,332,2,129,16,46475,2,1,6,11
2,-1,-1,-1,16,16,36352,0,2,5,-1
3,-1,-1,-1,25,25,-1,0,3,6,-1
1,119,2135,2,168,20,28753,2,1,7,108
3,26,-1,2,43,17,-1,2,2,5,17
4,12,-1,1,40,28,-1,1,3,12,11
1,4,-1,1,19,15,-1,1,1,4,3
3,77,-1,4,84,7,-1,4,0,0,35
2,12,-1,2,31,19,-1,2,1,6,7
2,6,-1,1,26,20,-1,1,2,3,5
24,10,-1,2,386,12,-1,19,3,0,6
1,31,181,2,48,17,19905,2,1,5,14
2,-1,-1,-1,34,34,-1,0,2,8,-1
4,-1,-1,-1,30,30,-1,0,4,7,-1
3,14,2586,2,192,21,-1,2,2,7,9
3,23,-1,1,58,35,44476,1,2,12,22
2,16,-1,2,29,13,32097,2,1,4,8
2,14,319,2,30,16,-1,2,1,6,9
4,33,-1,4,216,26,56957,4,3,9,9
3,26,-1,2,74,31,-1,2,2,12,12
1,-1,-1,-1,25,25,-1,0,1,10,-1
4,7,-1,1,31,24,-1,1,4,8,6
2,20,-1,1,74,54,-1,1,1,7,19
2,-1,-1,-1,32,32,47583,0,2,8,-1
3,-1,-1,-1,20,20,-1,0,3,5,-1
2,17,106,2,76,10,-1,2,1,1,9
3,17,-1,2,51,34,-1,2,2,11,9
6,82,359,8,110,28,-1,8,1,10,14
2,46,-1,5,60,14,21413,5,1,4,5
2,-1,-1,-1,30,30,-1,0,2,9,-1
4,33,7781,5,101,12,54104,5,1,3,15
1,22,-1,3,36,14,-1,3,1,4,6
1,65,7725,6,78,13,39729,6,1,5,6
3,44,-1,3,64,20,32354,3,2,4,8
2,-1,-1,-1,29,29,23033,0,2,8,-1
3,48,288,4,73,25,-1,4,1,9,24
2,53,-1,4,67,14,-1,4,1,6,13
2,14,1939,2,277,18,-1,2,1,8,9
2,88,-1,9,102,14,38719,9,2,5,5
4,56,-1,4,69,13,-1,4,1,3,6
2,9,-1,1,25,16,-1,1,1,3,8
6,44,186,2,352,20,-1,2,1,7,10
7,30,-1,2,110,21,-1,6,1,8,9
3,46,-1,4,298,28,29119,4,2,10,9
1,7,-1,1,16,9,-1,1,1,0,6
3,61,-1,7,88,16,35278,7,2,1,10
2,5,-1,1,34,29,-1,1,2,9,4
